"The Ferrari 812 GTS Is a $500,000 800-Horsepower V12 Monster",https://www.youtube.com/watch?v=C1wNQtPcQUw
"This Porsche Cayenne Is a $500,000 Custom Movie Filming Car",https://www.youtube.com/watch?v=rQfBNEFeFi8
"The 2021 Audi SQ5 Is a Sporty, Fun Compact Luxury SUV",https://www.youtube.com/watch?v=M5mJXUzhnk0
The 2021 Kia Sorento Is Kia's Other 3-Row Midsize SUV,https://www.youtube.com/watch?v=X3gsLqgxBfs
"The 2021 Ferrari Roma Is Ferrari’s New $250,000 Entry-Level Coupe",https://www.youtube.com/watch?v=E_FqSJg5DPc
The Mercedes-Benz SLS AMG Roadster Is the Forgotten Mercedes Supercar,https://www.youtube.com/watch?v=qG3B-c7MlYc
The 2021 Toyota Mirai Is a Futuristic Luxury Sedan,https://www.youtube.com/watch?v=rwu78OwR4fE
"The Original 1992 Dodge Viper Was a Ridiculously Basic, Dangerous Sports Car",https://www.youtube.com/watch?v=mZ8rhpxVpqs
"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000",https://www.youtube.com/watch?v=bYPktM-SnOM
The BMW 750iL Was BMW's V12 Flagship Luxury Sedan From 30 Years Ago,https://www.youtube.com/watch?v=w4CkJQuF-JY
2021 Audi RS6 Avant vs 1994 Audi RS2 Avant: 25 Years of Fast Wagons,https://www.youtube.com/watch?v=9aGbi2wYtaQ
"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)",https://www.youtube.com/watch?v=8DI_WUaAV3s
The Mercedes CLS63 AMG Shooting Brake Is the Coolest Unknown Wagon,https://www.youtube.com/watch?v=srtWMLmA5bs
This Massive Unimog U500 Is the Ultimate Insane Mercedes Pickup Truck,https://www.youtube.com/watch?v=s1AJO5NfAEk
The Bugatti Veyron Vitesse Is the Ultimate $2.5 Million Veyron,https://www.youtube.com/watch?v=SINyunKIqfI
The $3 Million McLaren P1 GTR is the Most Thrilling Car I've Ever Driven,https://www.youtube.com/watch?v=ZgUvD5m0q2Y
The 2021 Dodge Durango Hellcat Is the World’s Craziest 3-Row SUV,https://www.youtube.com/watch?v=BfYjpJuFl1s
"The 2021 Ford Mustang Mach-E Is the Fast, Electric Mustang SUV",https://www.youtube.com/watch?v=c4n5iPqxpaw
The Bugatti Divo Is the $8 Million Ultimate Hypercar,https://www.youtube.com/watch?v=LAWt2yrGq98
The 2021 Ford Bronco Sport Is an Awesome Baby Bronco,https://www.youtube.com/watch?v=VRYTEFT8UYY
